Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Gestion des corps et desinfection,"Disinfect dwellings after confirmed Ebola cases, assist in the collection and removal of dead bodies",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Surveillance epidemiologique,Trace people who may have come into contact with those carrying the virus,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MoH,Ministry of Health,Goverment,Coordination,"Coordinates the overall humanitarian activitiesCoordination",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique,Prise en charge medicale,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MSF,Medecins sans Frontieres,International NGO,Gestion des corps et desinfection,Prise en charge medicale,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,"Raise awareness among the communities about the disease; Spreads health promotion messages ; Organize trainings for the medical staff and Red Cross volunteers;Communication",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MSF,Medecins sans Frontieres,International NGO,Coordination,Coordination,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MSF,Medecins sans Frontieres,International NGO,Prise en charge clinique et psycologique,"Proveide psychological support to the families of the vitims and to medical staff Isolate and care for sick patients  Prise en charge medicale",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,MSF,Medecins sans Frontieres,International NGO,Surveillance epidemiologique,"Follow-up of people who have been in contact with the sick; Investigate alert of new potential cases; Refer suspected cases to the isolation units; ensure safe management of funeral pratices Surveillance de l’épidémie",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,NBITM,Bernhard-Nocht Institue of Tropical Medicine (Hamburg),Laboratory,Surveillance epidemiologique,Testing of suspected patients,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,Plan,PLAN,International Organization,Appui aux structures de sante,Fuel distribution to health authorities for field supervision in affected districts,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas;,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Prise en charge clinique et psycologique,Medicines and equipment for the care as well as hygiene kits for women;,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,Appui logistique 5 motos et 200 vélos,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,Mobilisation sociale et distribution des kits d'hygiène aux populations affectées et infectées par la maladie à virus EBOLA,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Prise en charge clinique et psycologique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Logistique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNICEF,United Nations Children's Fund,UN Agency,Appui aux structures de sante,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,UNOPS,United Nations Office for Project Services,UN Agency,Rélevement precoce et Resilience,,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,"Food distributions in isolation centers and hospitals; transport and storage of medical equipment, telecommunications supportPrise en charge alimentaire et nutritionnelle des ménages en insécurité alimentaire et affectés par Ebola à travers la distribution des vivres.",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process  Coordination",,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Logistique,Logistique,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique,Prise en charge médicale,,,,
Guinea,N'Zerekore,GIN008,Gueckedou,GIN008006,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,"Training of health workers, teachers and transporteurs, Support sensitization activities/radio broadcasting",,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,Coordination (Niveau terrain),,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,UNFPA,United Nations Population Fund,UN Agency,Coordination,"Support rural radio in N'Zérékoré area. Inform and guide professional mediaCommunication",,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Kankan,GIN004001,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,Save the Children,Save the Children,International NGO,Surveillance epidemiologique,Contacts tracing,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,"Distribution of handwashing, chlorine, saop to health structures and schools",,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge psychosociale,,,,
Guinea,Kankan,GIN004,Kerouane,GIN004002,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,OPALS,Organisation Panafricaine de la Lutte pour la Santé,International NGO,Communication/Mobilisation sociale,"Remise de documents d’information et de sensibilisation sur Ebola aux centres de santé et agents communautaires (AC) (annexe 1 - ci-joint).o Mise en place de 180 à 240 animations par mois en moyenne par les AC avec focus Ebola avant chaque thématique abordée.o Diffusion et rediffusion de 216 spots radios dans les trois langues locales (Sousou, Malinke et pular) via les trois radios principales Kania Zik, Radio rurale et Sabou FM.o Don de matériel et équipement de protection pour l’HRK, les 14 CS de la Préfecture et la Croix Rouge Guinéenne pour les trois mois à venir. (Cf. Annexe 2 –Liste du matériel et équipement remis).",,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,OPALS,Organisation Panafricaine de la Lutte pour la Santé,International NGO,Logistique,,,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,Appui logistiques 5 motos et 200 velos,,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kindia,GIN005,Kindia,GIN005004,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge psychosociale,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,Communication,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,Gestion des corps et désinfection de l’itinéraire du malade,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CRG,Croix-Rouge Guinée,Red Cross Movement,Logistique,400 volunteers deployed,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,FAO,Food and Agriculture Organization,UN Agency,Communication/Mobilisation sociale,"Formation, sensibilisation, distribution des kits",,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Communication/Mobilisation sociale,Provide community level information and health promotion,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Gestion des corps et desinfection,"Disinfect dwellings after confirmed Ebola cases, assist in the collection and removal of dead bodies",,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Surveillance epidemiologique,Trace people who may have come into contact with those carrying the virus,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,MoH,Ministry of Health,Goverment,Coordination,"Coordinates the overall humanitarian activitiesCoordination",,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique,Prise en charge medicale,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,Plan,PLAN,International Organization,Appui aux structures de sante,Fuel distribution to health authorities for field supervision in affected districts,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,Rio Tinto,Rio Tinto,Private,Communication/Mobilisation sociale,Support sensitization activities in affected areas;,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNFPA,United Nations Population Fund,UN Agency,Prise en charge clinique et psycologique,,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,Mise a disposition de kits d'hygiène de sensibilisation,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge psychosociale,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,UNICEF,United Nations Children's Fund,UN Agency,Coordination,  Coordination,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,USAID,United States Agency for International Development,Donors,Coordination,Mobilized CDC Atlanta,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WFP,World Food Programme,UN Agency,Assistance a la population affectée par l'epidemie,"Food distributions in isolation centers and hospitals; transport and storage of medical equipment, telecommunications support",,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WFP,World Food Programme,UN Agency,Logistique,Transport Aérien UNHAS pour les mouvements du personnel humanitaire et les partenaires impliqué dans la réponse Ebola vers les zones affectées.,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WHO,World Health Organization,UN Agency,Coordination,"Deployement of field laboratory support, and experts in anthropology, epidemiology, logistics, clinical case management, infection prevention and outbreak control. Support to the Ministry of health and to the coordination process  Coordination",,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WHO,World Health Organization,UN Agency,Logistique,Logistique,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique,Prise en charge médicale,,,,
Guinea,Faranah,GIN003,Kissidougou,GIN003004,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Labe,GIN006,Koubia,GIN006001,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Labe,GIN006,Koubia,GIN006001,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,MoH,Ministry of Health,Goverment,Coordination,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,Save the Children,Save the Children,International NGO,Communication/Mobilisation sociale,"Support sensitization activities/radio broadcasting, Training of health workers, teachers and transporteurs",,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,Save the Children,Save the Children,International NGO,Appui aux structures de sante,"Distribution of handwashing, chlorine, saop to health structures and schools",,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,UNDP,United Nations Development Programme,UN Agency,Communication/Mobilisation sociale,Coordination,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,Prise en charge psychosociale,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,WHO,World Health Organization,UN Agency,Communication/Mobilisation sociale,Communication,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,WHO,World Health Organization,UN Agency,Coordination,  Coordination,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,WHO,World Health Organization,UN Agency,Logistique,Logistique,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,WHO,World Health Organization,UN Agency,Prise en charge clinique et psycologique,Prise en charge médicale,,,,
Guinea,Kankan,GIN004,Kouroussa,GIN004003,,WHO,World Health Organization,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,ACF-E,Action Contre la Faim Espagne,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,UNFPA,United Nations Population Fund,UN Agency,Coordination,Medicines and equipment for the care as well as hygiene kits for women;,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,,,,,
Guinea,Labe,GIN006,Labe,GIN006002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNFPA,United Nations Population Fund,UN Agency,Surveillance epidemiologique,Réunions de coordination,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNFPA,United Nations Population Fund,UN Agency,Communication/Mobilisation sociale,Appui logistiques 5 motos et 200 velos,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNFPA,United Nations Population Fund,UN Agency,Appui aux structures de sante,Mise à disposition de kits SR d'urgence et de produits SR,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNHCR,United Nations High Commissioner for Refugee,UN Agency,Communication/Mobilisation sociale,prévention Ebola dans les camps de refugies de Lainé 1 et 2,,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNICEF,United Nations Children's Fund,UN Agency,Prise en charge clinique et psycologique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNICEF,United Nations Children's Fund,UN Agency,Assistance a la population affectée par l'epidemie,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNICEF,United Nations Children's Fund,UN Agency,Logistique,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNICEF,United Nations Children's Fund,UN Agency,Communication/Mobilisation sociale,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNICEF,United Nations Children's Fund,UN Agency,Appui aux structures de sante,"Works closely with partners, includingMinistries of Health and the Red Cross, to carry outprevention and emergency preparedness activitiesacross the subregion.Provision of essential medicines, disinfectants, familyhygiene kits, supplies and equipment, and supportsCommunication for Development (C4D) media anddoor-to-door activities for prevention and responseefforts.Communication",,,,
Guinea,N'Zerekore,GIN008,Lola,GIN008002,,UNOPS,United Nations Office for Project Services,UN Agency,Sécurité,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CAFOD,Catholic Agency For Overseas Development,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRF,Croix Rouge française,Red Cross Movement,Prise en charge clinique et psycologique,Opérateur du CTE,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRF,Croix Rouge française,Red Cross Movement,Assistance a la population affectée par l'epidemie,Opérateur du CTE,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRF,Croix Rouge française,Red Cross Movement,Communication/Mobilisation sociale,Opérateur du CTE,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRF,Croix Rouge française,Red Cross Movement,Gestion des corps et desinfection,Opérateur du CTE,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Communication/Mobilisation sociale,Communication,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Gestion des corps et desinfection,Gestion des corps et désinfection de l’itinéraire du malade,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRG,Croix-Rouge Guinée,Red Cross Movement,Logistique,400 volunteers deployed,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,CRS,Catholic Relief Services,International NGO,Communication/Mobilisation sociale,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,FAO,Food and Agriculture Organization,UN Agency,Communication/Mobilisation sociale,"Formation, sensibilisation, distribution des kits",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,France,France,Donors,Coordination,Création d'un CTE,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Communication/Mobilisation sociale,Provide community level information and health promotion,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Gestion des corps et desinfection,"Disinfect dwellings after confirmed Ebola cases, assist in the collection and removal of dead bodies",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IFRC,International Federation Of Red Cross and Red Crescent Societies,Red Cross Movement,Surveillance epidemiologique,Trace people who may have come into contact with those carrying the virus,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,IP-F,Institut Pasteur France,Laboratory,Surveillance epidemiologique,Testing of suspected patients,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Communication/Mobilisation sociale,Communication,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Coordination,"Coordinates the overall humanitarian activitiesCoordination",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Prise en charge clinique et psycologique,Prise en charge medicale,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MoH,Ministry of Health,Goverment,Surveillance epidemiologique,Surveillance de l’épidémie,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Gestion des corps et desinfection,Surveillance de l’épidémie,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Appui aux structures de sante,,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Communication/Mobilisation sociale,"Raise awareness among the communities about the disease; Spreads health promotion messages ; Organize trainings for the medical staff and Red Cross volunteers;Communication",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Coordination,Coordination,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Prise en charge clinique et psycologique,"Proveide psychological support to the families of the vitims and to medical staff Isolate and care for sick patients  Prise en charge medicale",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,MSF,Medecins sans Frontieres,International NGO,Surveillance epidemiologique,"Follow-up of people who have been in contact with the sick; Investigate alert of new potential cases; Refer suspected cases to the isolation units; ensure safe management of funeral pratices Surveillance de l’épidémie",,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Assistance a la population affectée par l'epidemie,Distribution des kits d’hygiène /distribution d’aliments aux personnes contactes,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,OCPH,Organisation Catholique pour la Promotion Humaine,International NGO,Communication/Mobilisation sociale,Communication/Sensibilisation,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,Plan,PLAN,International Organization,Appui aux structures de sante,Fuel distribution to health authorities for field supervision in affected districts,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,Plan,PLAN,International Organization,Communication/Mobilisation sociale,Communication/sensibilisation. Prévention,,,,
Guinea,N'Zerekore,GIN008,Macenta,GIN008003,,PSI,Population Services International,International NGO,Communication/Mobilisation sociale,,,,,
